series_id,category,value,timestamp
M970,MACRO,5811,1986-11
M970,MACRO,5783,1986-12
M970,MACRO,5751,1987-01
M970,MACRO,5779,1987-02
M970,MACRO,5732,1987-03
M970,MACRO,5740,1987-04
M970,MACRO,5792,1987-05
M970,MACRO,5918,1987-06
M970,MACRO,5759,1987-07
M970,MACRO,5766,1987-08
M970,MACRO,5805,1987-09
M970,MACRO,5789,1987-10
M970,MACRO,5868,1987-11
M970,MACRO,5720,1987-12
M970,MACRO,6036,1988-01
M970,MACRO,5950,1988-02
M970,MACRO,5954,1988-03
M970,MACRO,6013,1988-04
M970,MACRO,6164,1988-05
M970,MACRO,5965,1988-06
M970,MACRO,6119,1988-07
M970,MACRO,6151,1988-08
M970,MACRO,6322,1988-09
M970,MACRO,6151,1988-10
M970,MACRO,6417,1988-11
M970,MACRO,6233,1988-12
M970,MACRO,6422,1989-01
M970,MACRO,6479,1989-02
M970,MACRO,6441,1989-03
M970,MACRO,6522,1989-04
M970,MACRO,6494,1989-05
M970,MACRO,6428,1989-06
M970,MACRO,6268,1989-07
M970,MACRO,6568,1989-08
M970,MACRO,6369,1989-09
M970,MACRO,6557,1989-10
M970,MACRO,6556,1989-11
M970,MACRO,6620,1989-12
M970,MACRO,6474,1990-01
M970,MACRO,6708,1990-02
M970,MACRO,6685,1990-03
M970,MACRO,6334,1990-04
M970,MACRO,6590,1990-05
M970,MACRO,6544,1990-06
M970,MACRO,6435,1990-07
M970,MACRO,6499,1990-08
M970,MACRO,6457,1990-09
M970,MACRO,6487,1990-10
M970,MACRO,6417,1990-11
M970,MACRO,6601,1990-12
M970,MACRO,6356,1991-01
M970,MACRO,6292,1991-02
M970,MACRO,6191,1991-03
M970,MACRO,6415,1991-04
M970,MACRO,6434,1991-05
M970,MACRO,6300,1991-06
M970,MACRO,6524,1991-07
M970,MACRO,6624,1991-08
M970,MACRO,6655,1991-09
M970,MACRO,6697,1991-10
M970,MACRO,6799,1991-11
M970,MACRO,6487,1991-12
M970,MACRO,6529,1992-01
M970,MACRO,6674,1992-02
M970,MACRO,6846,1992-03
M970,MACRO,6853,1992-04
M970,MACRO,6809,1992-05
M970,MACRO,6748,1992-06
M970,MACRO,7065,1992-07
M970,MACRO,6943,1992-08
M970,MACRO,6997,1992-09
M970,MACRO,7046,1992-10
M970,MACRO,7216,1992-11
M970,MACRO,7337,1992-12
M970,MACRO,7224,1993-01
M970,MACRO,7303,1993-02
M970,MACRO,7260,1993-03
M970,MACRO,7574,1993-04
M970,MACRO,7211,1993-05
M970,MACRO,7404,1993-06
M970,MACRO,7435,1993-07
M970,MACRO,7489,1993-08
M970,MACRO,7604,1993-09
M970,MACRO,7544,1993-10
M970,MACRO,7711,1993-11
M970,MACRO,7775,1993-12
M970,MACRO,7644,1994-01
M970,MACRO,7691,1994-02
M971,MACRO,2544.3,1983-01
M971,MACRO,2482.3,1983-02
M971,MACRO,2557.8,1983-03
M971,MACRO,2579.3,1983-04
M971,MACRO,2527.6,1983-05
M971,MACRO,2677.4,1983-06
M971,MACRO,2625,1983-07
M971,MACRO,2632,1983-08
M971,MACRO,2680.9,1983-09
M971,MACRO,2665.6,1983-10
M971,MACRO,2757.3,1983-11
M971,MACRO,2818.7,1983-12
M971,MACRO,2841.6,1984-01
M971,MACRO,2832.8,1984-02
M971,MACRO,2853.7,1984-03
M971,MACRO,2918.8,1984-04
M971,MACRO,3008.1,1984-05
M971,MACRO,3005.7,1984-06
M971,MACRO,2997.9,1984-07
M971,MACRO,3054.3,1984-08
M971,MACRO,3063.3,1984-09
M971,MACRO,3113.9,1984-10
M971,MACRO,3167.6,1984-11
M971,MACRO,3163.4,1984-12
M971,MACRO,3119,1985-01
M971,MACRO,3172.2,1985-02
M971,MACRO,3230.3,1985-03
M971,MACRO,3168.9,1985-04
M971,MACRO,3205.6,1985-05
M971,MACRO,3228.8,1985-06
M971,MACRO,3192,1985-07
M971,MACRO,3303.8,1985-08
M971,MACRO,3205.4,1985-09
M971,MACRO,3328.3,1985-10
M971,MACRO,3321.4,1985-11
M971,MACRO,3316.6,1985-12
M971,MACRO,3264.9,1986-01
M971,MACRO,3315.1,1986-02
M971,MACRO,3222.8,1986-03
M971,MACRO,3327.6,1986-04
M971,MACRO,3278.5,1986-05
M971,MACRO,3312.5,1986-06
M971,MACRO,3321.6,1986-07
M971,MACRO,3247.6,1986-08
M971,MACRO,3230.3,1986-09
M971,MACRO,3321.9,1986-10
M971,MACRO,3324,1986-11
M971,MACRO,3360.7,1986-12
M971,MACRO,3249.8,1987-01
M971,MACRO,3268.4,1987-02
M971,MACRO,3337.9,1987-03
M971,MACRO,3321.1,1987-04
M971,MACRO,3267.8,1987-05
M971,MACRO,3355,1987-06
M971,MACRO,3437.1,1987-07
M971,MACRO,3316.6,1987-08
M971,MACRO,3487.3,1987-09
M971,MACRO,3441.6,1987-10
M971,MACRO,3423.1,1987-11
M971,MACRO,3512.4,1987-12
M971,MACRO,3520.3,1988-01
M971,MACRO,3533.7,1988-02
M971,MACRO,3619.6,1988-03
M971,MACRO,3559.2,1988-04
M971,MACRO,3587.5,1988-05
M971,MACRO,3627.1,1988-06
M971,MACRO,3661,1988-07
M971,MACRO,3692.7,1988-08
M971,MACRO,3714.8,1988-09
M971,MACRO,3665,1988-10
M971,MACRO,3657.6,1988-11
M971,MACRO,3750.2,1988-12
M971,MACRO,3707.3,1989-01
M971,MACRO,3684.5,1989-02
M971,MACRO,3724.4,1989-03
M971,MACRO,3717.5,1989-04
M971,MACRO,3754.8,1989-05
M971,MACRO,3801.2,1989-06
M971,MACRO,3666.3,1989-07
M971,MACRO,3824.8,1989-08
M971,MACRO,3820,1989-09
M971,MACRO,3663.1,1989-10
M971,MACRO,3690,1989-11
M971,MACRO,3844,1989-12
M971,MACRO,3830.6,1990-01
M971,MACRO,3913.9,1990-02
M971,MACRO,3917.9,1990-03
M971,MACRO,3837.9,1990-04
M971,MACRO,3869.9,1990-05
M971,MACRO,3932.7,1990-06
M971,MACRO,3884.7,1990-07
M971,MACRO,3971.8,1990-08
M971,MACRO,3889.2,1990-09
M971,MACRO,3936.5,1990-10
M971,MACRO,3871.9,1990-11
M971,MACRO,3942.9,1990-12
M971,MACRO,3798,1991-01
M971,MACRO,3863.8,1991-02
M971,MACRO,3760.7,1991-03
M971,MACRO,3864.3,1991-04
M971,MACRO,3853.5,1991-05
M971,MACRO,3867.8,1991-06
M971,MACRO,3798.8,1991-07
M971,MACRO,3907.8,1991-08
M971,MACRO,3896.5,1991-09
M971,MACRO,3949.5,1991-10
M971,MACRO,3947.4,1991-11
M971,MACRO,3694.9,1991-12
M971,MACRO,3793.4,1992-01
M971,MACRO,3905.7,1992-02
M971,MACRO,3962.5,1992-03
M971,MACRO,3881.8,1992-04
M971,MACRO,3785.4,1992-05
M971,MACRO,4004.7,1992-06
M971,MACRO,3918.6,1992-07
M971,MACRO,3832.8,1992-08
M971,MACRO,3937.9,1992-09
M971,MACRO,3875.1,1992-10
M971,MACRO,3952.3,1992-11
M971,MACRO,4110.9,1992-12
M971,MACRO,3940.9,1993-01
M971,MACRO,3979.3,1993-02
M971,MACRO,4126.4,1993-03
M971,MACRO,4085.7,1993-04
M971,MACRO,4009.1,1993-05
M971,MACRO,4098.4,1993-06
M971,MACRO,3931.7,1993-07
M971,MACRO,4093.1,1993-08
M971,MACRO,4088.9,1993-09
M971,MACRO,4130.4,1993-10
M971,MACRO,4235,1993-11
M971,MACRO,4346,1993-12
M971,MACRO,4201.2,1994-01
M971,MACRO,4269.2,1994-02
M972,MACRO,3948.4,1983-01
M972,MACRO,3820.8,1983-02
M972,MACRO,3932.8,1983-03
M972,MACRO,3966.4,1983-04
M972,MACRO,3852.2,1983-05
M972,MACRO,4116,1983-06
M972,MACRO,3970.4,1983-07
M972,MACRO,4007.8,1983-08
M972,MACRO,4094.8,1983-09
M972,MACRO,4073.6,1983-10
M972,MACRO,4235.4,1983-11
M972,MACRO,4354.8,1983-12
M972,MACRO,4352.6,1984-01
M972,MACRO,4349,1984-02
M972,MACRO,4405.8,1984-03
M972,MACRO,4475.6,1984-04
M972,MACRO,4671.6,1984-05
M972,MACRO,4676.4,1984-06
M972,MACRO,4627,1984-07
M972,MACRO,4698.6,1984-08
M972,MACRO,4753.8,1984-09
M972,MACRO,4794.6,1984-10
M972,MACRO,4923.4,1984-11
M972,MACRO,4896.4,1984-12
M972,MACRO,4723.4,1985-01
M972,MACRO,4830.6,1985-02
M972,MACRO,4939.4,1985-03
M972,MACRO,4822.2,1985-04
M972,MACRO,4886.8,1985-05
M972,MACRO,4884.6,1985-06
M972,MACRO,4827.8,1985-07
M972,MACRO,4985,1985-08
M972,MACRO,4801.2,1985-09
M972,MACRO,4946.2,1985-10
M972,MACRO,4962.6,1985-11
M972,MACRO,4984,1985-12
M972,MACRO,4861.8,1986-01
M972,MACRO,4924.6,1986-02
M972,MACRO,4858.8,1986-03
M972,MACRO,4912.8,1986-04
M972,MACRO,4815.8,1986-05
M972,MACRO,4856,1986-06
M972,MACRO,4766.2,1986-07
M972,MACRO,4768.4,1986-08
M972,MACRO,4682.8,1986-09
M972,MACRO,4830.2,1986-10
M972,MACRO,4795.8,1986-11
M972,MACRO,4840.6,1986-12
M972,MACRO,4726.6,1987-01
M972,MACRO,4766.6,1987-02
M972,MACRO,4750,1987-03
M972,MACRO,4820.4,1987-04
M972,MACRO,4695.4,1987-05
M972,MACRO,4844.2,1987-06
M972,MACRO,5006.6,1987-07
M972,MACRO,4865.6,1987-08
M972,MACRO,5098,1987-09
M972,MACRO,5083.6,1987-10
M972,MACRO,5083.2,1987-11
M972,MACRO,5252.6,1987-12
M972,MACRO,5271.6,1988-01
M972,MACRO,5329,1988-02
M972,MACRO,5384.8,1988-03
M972,MACRO,5413.6,1988-04
M972,MACRO,5517.6,1988-05
M972,MACRO,5506.2,1988-06
M972,MACRO,5599.4,1988-07
M972,MACRO,5597.6,1988-08
M972,MACRO,5667.4,1988-09
M972,MACRO,5677,1988-10
M972,MACRO,5618.8,1988-11
M972,MACRO,5606,1988-12
M972,MACRO,5665,1989-01
M972,MACRO,5646.2,1989-02
M972,MACRO,5725.2,1989-03
M972,MACRO,5771.4,1989-04
M972,MACRO,5808.2,1989-05
M972,MACRO,5811.8,1989-06
M972,MACRO,5701.2,1989-07
M972,MACRO,5937.6,1989-08
M972,MACRO,5931.6,1989-09
M972,MACRO,5700.4,1989-10
M972,MACRO,5690.2,1989-11
M972,MACRO,5902.4,1989-12
M972,MACRO,5951,1990-01
M972,MACRO,6204,1990-02
M972,MACRO,6005.8,1990-03
M972,MACRO,5959.2,1990-04
M972,MACRO,5920,1990-05
M972,MACRO,6082,1990-06
M972,MACRO,5967.8,1990-07
M972,MACRO,6160,1990-08
M972,MACRO,6122.2,1990-09
M972,MACRO,6129.6,1990-10
M972,MACRO,5980,1990-11
M972,MACRO,6187.2,1990-12
M972,MACRO,5962.6,1991-01
M972,MACRO,6072.6,1991-02
M972,MACRO,5830,1991-03
M972,MACRO,5985.6,1991-04
M972,MACRO,6047.8,1991-05
M972,MACRO,6057,1991-06
M972,MACRO,5967.6,1991-07
M972,MACRO,6015.6,1991-08
M972,MACRO,6061.8,1991-09
M972,MACRO,6177.6,1991-10
M972,MACRO,6188.4,1991-11
M972,MACRO,5761,1991-12
M972,MACRO,5929.6,1992-01
M972,MACRO,6096.2,1992-02
M972,MACRO,6280.8,1992-03
M972,MACRO,6090.6,1992-04
M972,MACRO,5993.8,1992-05
M972,MACRO,6407.6,1992-06
M972,MACRO,6227.6,1992-07
M972,MACRO,6135,1992-08
M972,MACRO,6267.8,1992-09
M972,MACRO,6224.8,1992-10
M972,MACRO,6381,1992-11
M972,MACRO,6659.2,1992-12
M972,MACRO,6363.4,1993-01
M972,MACRO,6407.4,1993-02
M972,MACRO,6702.4,1993-03
M972,MACRO,6599.4,1993-04
M972,MACRO,6540.6,1993-05
M972,MACRO,6678,1993-06
M972,MACRO,6344.6,1993-07
M972,MACRO,6765,1993-08
M972,MACRO,6675,1993-09
M972,MACRO,6740.8,1993-10
M972,MACRO,7065.4,1993-11
M972,MACRO,7389.2,1993-12
M972,MACRO,6955.4,1994-01
M972,MACRO,7162.2,1994-02
M973,MACRO,5701,1983-01
M973,MACRO,5719,1983-02
M973,MACRO,5914,1983-03
M973,MACRO,5961,1983-04
M973,MACRO,6015,1983-05
M973,MACRO,6194,1983-06
M973,MACRO,6398,1983-07
M973,MACRO,6281,1983-08
M973,MACRO,6335,1983-09
M973,MACRO,6288,1983-10
M973,MACRO,6396,1983-11
M973,MACRO,6413,1983-12
M973,MACRO,6653,1984-01
M973,MACRO,6583,1984-02
M973,MACRO,6508,1984-03
M973,MACRO,6810,1984-04
M973,MACRO,6723,1984-05
M973,MACRO,6675,1984-06
M973,MACRO,6844,1984-07
M973,MACRO,7050,1984-08
M973,MACRO,6864,1984-09
M973,MACRO,7166,1984-10
M973,MACRO,7059,1984-11
M973,MACRO,7152,1984-12
M973,MACRO,7573,1985-01
M973,MACRO,7569,1985-02
M973,MACRO,7606,1985-03
M973,MACRO,7578,1985-04
M973,MACRO,7622,1985-05
M973,MACRO,7865,1985-06
M973,MACRO,7781,1985-07
M973,MACRO,8113,1985-08
M973,MACRO,8048,1985-09
M973,MACRO,8552,1985-10
M973,MACRO,8401,1985-11
M973,MACRO,8246,1985-12
M973,MACRO,8340,1986-01
M973,MACRO,8528,1986-02
M973,MACRO,7934,1986-03
M973,MACRO,8712,1986-04
M973,MACRO,8706,1986-05
M973,MACRO,8845,1986-06
M973,MACRO,9385,1986-07
M973,MACRO,8634,1986-08
M973,MACRO,8889,1986-09
M973,MACRO,9068,1986-10
M973,MACRO,9261,1986-11
M973,MACRO,9404,1986-12
M973,MACRO,8865,1987-01
M973,MACRO,8851,1987-02
M973,MACRO,9629,1987-03
M973,MACRO,9109,1987-04
M973,MACRO,9201,1987-05
M973,MACRO,9329,1987-06
M973,MACRO,9338,1987-07
M973,MACRO,8838,1987-08
M973,MACRO,9383,1987-09
M973,MACRO,8998,1987-10
M973,MACRO,8815,1987-11
M973,MACRO,8861,1987-12
M973,MACRO,8845,1988-01
M973,MACRO,8692,1988-02
M973,MACRO,9272,1988-03
M973,MACRO,8524,1988-04
M973,MACRO,8287,1988-05
M973,MACRO,8740,1988-06
M973,MACRO,8613,1988-07
M973,MACRO,8939,1988-08
M973,MACRO,8811,1988-09
M973,MACRO,8265,1988-10
M973,MACRO,8482,1988-11
M973,MACRO,9472,1988-12
M973,MACRO,8748,1989-01
M973,MACRO,8614,1989-02
M973,MACRO,8618,1989-03
M973,MACRO,8318,1989-04
M973,MACRO,8507,1989-05
M973,MACRO,8953,1989-06
M973,MACRO,8157,1989-07
M973,MACRO,8560,1989-08
M973,MACRO,8542,1989-09
M973,MACRO,8129,1989-10
M973,MACRO,8449,1989-11
M973,MACRO,8928,1989-12
M973,MACRO,8551,1990-01
M973,MACRO,8119,1990-02
M973,MACRO,9150,1990-03
M973,MACRO,8583,1990-04
M973,MACRO,9099,1990-05
M973,MACRO,8917,1990-06
M973,MACRO,9008,1990-07
M973,MACRO,8918,1990-08
M973,MACRO,8281,1990-09
M973,MACRO,8717,1990-10
M973,MACRO,8819,1990-11
M973,MACRO,8493,1990-12
M973,MACRO,8167,1991-01
M973,MACRO,8275,1991-02
M973,MACRO,8457,1991-03
M973,MACRO,8715,1991-04
M973,MACRO,8296,1991-05
M973,MACRO,8393,1991-06
M973,MACRO,8150,1991-07
M973,MACRO,9000,1991-08
M973,MACRO,8656,1991-09
M973,MACRO,8607,1991-10
M973,MACRO,8532,1991-11
M973,MACRO,8144,1991-12
M973,MACRO,8286,1992-01
M973,MACRO,8576,1992-02
M973,MACRO,8221,1992-03
M973,MACRO,8365,1992-04
M973,MACRO,7885,1992-05
M973,MACRO,8009,1992-06
M973,MACRO,8048,1992-07
M973,MACRO,7653,1992-08
M973,MACRO,8040,1992-09
M973,MACRO,7627,1992-10
M973,MACRO,7618,1992-11
M973,MACRO,7813,1992-12
M973,MACRO,7592,1993-01
M973,MACRO,7756,1993-02
M973,MACRO,7752,1993-03
M973,MACRO,7860,1993-04
M973,MACRO,7388,1993-05
M973,MACRO,7594,1993-06
M973,MACRO,7594,1993-07
M973,MACRO,7106,1993-08
M973,MACRO,7514,1993-09
M973,MACRO,7600,1993-10
M973,MACRO,7023,1993-11
M973,MACRO,6514,1993-12
M973,MACRO,7235,1994-01
M973,MACRO,6881,1994-02
M974,MACRO,3077.78,1983-01
M974,MACRO,3089.85,1983-02
M974,MACRO,3051.2,1983-03
M974,MACRO,3064.42,1983-04
M974,MACRO,3072.04,1983-05
M974,MACRO,3050.33,1983-06
M974,MACRO,3048.61,1983-07
M974,MACRO,3067.1,1983-08
M974,MACRO,3062.25,1983-09
M974,MACRO,3085.43,1983-10
M974,MACRO,3095.23,1983-11
M974,MACRO,3076.75,1983-12
M974,MACRO,3111.19,1984-01
M974,MACRO,3169.92,1984-02
M974,MACRO,3206.56,1984-03
M974,MACRO,3251.02,1984-04
M974,MACRO,3296.59,1984-05
M974,MACRO,3305.17,1984-06
M974,MACRO,3326.3,1984-07
M974,MACRO,3368.29,1984-08
M974,MACRO,3369.35,1984-09
M974,MACRO,3393.33,1984-10
M974,MACRO,3382.41,1984-11
M974,MACRO,3342.36,1984-12
M974,MACRO,3369.51,1985-01
M974,MACRO,3401.19,1985-02
M974,MACRO,3396.13,1985-03
M974,MACRO,3408.9,1985-04
M974,MACRO,3403.27,1985-05
M974,MACRO,3386.47,1985-06
M974,MACRO,3370.1,1985-07
M974,MACRO,3368.31,1985-08
M974,MACRO,3341.92,1985-09
M974,MACRO,3339.99,1985-10
M974,MACRO,3328.1,1985-11
M974,MACRO,3295.55,1985-12
M974,MACRO,3305.31,1986-01
M974,MACRO,3318.41,1986-02
M974,MACRO,3307.64,1986-03
M974,MACRO,3315.74,1986-04
M974,MACRO,3308,1986-05
M974,MACRO,3277.39,1986-06
M974,MACRO,3268.77,1986-07
M974,MACRO,3258.04,1986-08
M974,MACRO,3224.92,1986-09
M974,MACRO,3226.11,1986-10
M974,MACRO,3219.41,1986-11
M974,MACRO,3175.67,1986-12
M974,MACRO,3224.91,1987-01
M974,MACRO,3249.67,1987-02
M974,MACRO,3247.62,1987-03
M974,MACRO,3269.34,1987-04
M974,MACRO,3287.21,1987-05
M974,MACRO,3265.02,1987-06
M974,MACRO,3276.13,1987-07
M974,MACRO,3304.02,1987-08
M974,MACRO,3296.05,1987-09
M974,MACRO,3320.73,1987-10
M974,MACRO,3343.27,1987-11
M974,MACRO,3326.19,1987-12
M974,MACRO,3389.94,1988-01
M974,MACRO,3442.12,1988-02
M974,MACRO,3452.54,1988-03
M974,MACRO,3485.35,1988-04
M974,MACRO,3522.3,1988-05
M974,MACRO,3514.92,1988-06
M974,MACRO,3539.66,1988-07
M974,MACRO,3566.96,1988-08
M974,MACRO,3564.55,1988-09
M974,MACRO,3591.76,1988-10
M974,MACRO,3614.31,1988-11
M974,MACRO,3614.77,1988-12
M974,MACRO,3701.02,1989-01
M974,MACRO,3747.96,1989-02
M974,MACRO,3763.49,1989-03
M974,MACRO,3806.18,1989-04
M974,MACRO,3835.82,1989-05
M974,MACRO,3821.35,1989-06
M974,MACRO,3869.03,1989-07
M974,MACRO,3886.1,1989-08
M974,MACRO,3848.84,1989-09
M974,MACRO,3869.67,1989-10
M974,MACRO,3875.55,1989-11
M974,MACRO,3804.8,1989-12
M974,MACRO,3898.46,1990-01
M974,MACRO,3931.97,1990-02
M974,MACRO,3911.06,1990-03
M974,MACRO,3941.22,1990-04
M974,MACRO,3961.64,1990-05
M974,MACRO,3911.3,1990-06
M974,MACRO,3958.09,1990-07
M974,MACRO,3979.75,1990-08
M974,MACRO,3977.06,1990-09
M974,MACRO,4005.22,1990-10
M974,MACRO,4011.85,1990-11
M974,MACRO,3924.93,1990-12
M974,MACRO,3983.67,1991-01
M974,MACRO,4013.18,1991-02
M974,MACRO,3971.14,1991-03
M974,MACRO,3982.25,1991-04
M974,MACRO,3951.4,1991-05
M974,MACRO,3894.86,1991-06
M974,MACRO,3894.31,1991-07
M974,MACRO,3892.45,1991-08
M974,MACRO,3879.24,1991-09
M974,MACRO,3888.03,1991-10
M974,MACRO,3880.12,1991-11
M974,MACRO,3799.43,1991-12
M974,MACRO,3839.83,1992-01
M974,MACRO,3857.28,1992-02
M974,MACRO,3835.55,1992-03
M974,MACRO,3844.56,1992-04
M974,MACRO,3856.43,1992-05
M974,MACRO,3810.52,1992-06
M974,MACRO,3835.15,1992-07
M974,MACRO,3871.01,1992-08
M974,MACRO,3833.16,1992-09
M974,MACRO,3843.4,1992-10
M974,MACRO,3813.13,1992-11
M974,MACRO,3729.87,1992-12
M974,MACRO,3781.83,1993-01
M974,MACRO,3817.53,1993-02
M974,MACRO,3794.71,1993-03
M974,MACRO,3816.01,1993-04
M974,MACRO,3839.32,1993-05
M974,MACRO,3797.58,1993-06
M974,MACRO,3816.35,1993-07
M974,MACRO,3836.81,1993-08
M974,MACRO,3802.26,1993-09
M974,MACRO,3813.37,1993-10
M974,MACRO,3805.79,1993-11
M974,MACRO,3704.19,1993-12
M974,MACRO,3775.39,1994-01
M974,MACRO,3813.89,1994-02
M975,MACRO,3926.82,1983-01
M975,MACRO,3957.04,1983-02
M975,MACRO,3917.66,1983-03
M975,MACRO,3941.36,1983-04
M975,MACRO,3965.18,1983-05
M975,MACRO,3928.9,1983-06
M975,MACRO,3907.64,1983-07
M975,MACRO,3931.22,1983-08
M975,MACRO,3907.74,1983-09
M975,MACRO,3918.68,1983-10
M975,MACRO,3932.28,1983-11
M975,MACRO,3920.04,1983-12
M975,MACRO,3954.86,1984-01
M975,MACRO,4041.64,1984-02
M975,MACRO,4105.58,1984-03
M975,MACRO,4166.42,1984-04
M975,MACRO,4228.78,1984-05
M975,MACRO,4244.46,1984-06
M975,MACRO,4278.02,1984-07
M975,MACRO,4344.76,1984-08
M975,MACRO,4349.72,1984-09
M975,MACRO,4387.32,1984-10
M975,MACRO,4378.68,1984-11
M975,MACRO,4340.98,1984-12
M975,MACRO,4400.04,1985-01
M975,MACRO,4448.2,1985-02
M975,MACRO,4454.82,1985-03
M975,MACRO,4469.52,1985-04
M975,MACRO,4463.66,1985-05
M975,MACRO,4453.66,1985-06
M975,MACRO,4433.08,1985-07
M975,MACRO,4431.44,1985-08
M975,MACRO,4398.9,1985-09
M975,MACRO,4373.94,1985-10
M975,MACRO,4346.9,1985-11
M975,MACRO,4279.56,1985-12
M975,MACRO,4305.1,1986-01
M975,MACRO,4335.6,1986-02
M975,MACRO,4349.18,1986-03
M975,MACRO,4357.28,1986-04
M975,MACRO,4365.04,1986-05
M975,MACRO,4325.8,1986-06
M975,MACRO,4305.9,1986-07
M975,MACRO,4293.84,1986-08
M975,MACRO,4265.5,1986-09
M975,MACRO,4252.52,1986-10
M975,MACRO,4236.52,1986-11
M975,MACRO,4157.3,1986-12
M975,MACRO,4214.56,1987-01
M975,MACRO,4249,1987-02
M975,MACRO,4251.52,1987-03
M975,MACRO,4281.9,1987-04
M975,MACRO,4305.34,1987-05
M975,MACRO,4272.56,1987-06
M975,MACRO,4282.62,1987-07
M975,MACRO,4310.38,1987-08
M975,MACRO,4300.4,1987-09
M975,MACRO,4329.72,1987-10
M975,MACRO,4361.56,1987-11
M975,MACRO,4326.86,1987-12
M975,MACRO,4420.94,1988-01
M975,MACRO,4503.34,1988-02
M975,MACRO,4516.34,1988-03
M975,MACRO,4554.76,1988-04
M975,MACRO,4610.98,1988-05
M975,MACRO,4592.24,1988-06
M975,MACRO,4626.36,1988-07
M975,MACRO,4655.44,1988-08
M975,MACRO,4660.4,1988-09
M975,MACRO,4693.24,1988-10
M975,MACRO,4730.38,1988-11
M975,MACRO,4730.4,1988-12
M975,MACRO,4863.92,1989-01
M975,MACRO,4944.62,1989-02
M975,MACRO,4972.24,1989-03
M975,MACRO,5020.48,1989-04
M975,MACRO,5072.36,1989-05
M975,MACRO,5045.32,1989-06
M975,MACRO,5117.44,1989-07
M975,MACRO,5140.34,1989-08
M975,MACRO,5082.32,1989-09
M975,MACRO,5113.64,1989-10
M975,MACRO,5125.56,1989-11
M975,MACRO,5014.66,1989-12
M975,MACRO,5144.28,1990-01
M975,MACRO,5190.88,1990-02
M975,MACRO,5158.42,1990-03
M975,MACRO,5212.06,1990-04
M975,MACRO,5244.12,1990-05
M975,MACRO,5162.14,1990-06
M975,MACRO,5214.54,1990-07
M975,MACRO,5233.68,1990-08
M975,MACRO,5194.68,1990-09
M975,MACRO,5222.48,1990-10
M975,MACRO,5243.56,1990-11
M975,MACRO,5090.16,1990-12
M975,MACRO,5164.48,1991-01
M975,MACRO,5223.92,1991-02
M975,MACRO,5172.3,1991-03
M975,MACRO,5183.24,1991-04
M975,MACRO,5146.06,1991-05
M975,MACRO,5066.86,1991-06
M975,MACRO,5068.16,1991-07
M975,MACRO,5057.94,1991-08
M975,MACRO,5029.4,1991-09
M975,MACRO,5024.12,1991-10
M975,MACRO,5010.78,1991-11
M975,MACRO,4875.22,1991-12
M975,MACRO,4930.34,1992-01
M975,MACRO,4954.42,1992-02
M975,MACRO,4919.84,1992-03
M975,MACRO,4918.14,1992-04
M975,MACRO,4927.78,1992-05
M975,MACRO,4857.74,1992-06
M975,MACRO,4869.14,1992-07
M975,MACRO,4906.5,1992-08
M975,MACRO,4833.02,1992-09
M975,MACRO,4828.02,1992-10
M975,MACRO,4792.04,1992-11
M975,MACRO,4652,1992-12
M975,MACRO,4702.34,1993-01
M975,MACRO,4776.98,1993-02
M975,MACRO,4739.46,1993-03
M975,MACRO,4734.72,1993-04
M975,MACRO,4796.46,1993-05
M975,MACRO,4739.22,1993-06
M975,MACRO,4770.02,1993-07
M975,MACRO,4793.94,1993-08
M975,MACRO,4747.9,1993-09
M975,MACRO,4762.26,1993-10
M975,MACRO,4767.46,1993-11
M975,MACRO,4617.06,1993-12
M975,MACRO,4731.8,1994-01
M975,MACRO,4793.18,1994-02
M976,MACRO,2228.74,1983-01
M976,MACRO,2222.66,1983-02
M976,MACRO,2184.74,1983-03
M976,MACRO,2187.48,1983-04
M976,MACRO,2178.9,1983-05
M976,MACRO,2171.76,1983-06
M976,MACRO,2189.58,1983-07
M976,MACRO,2202.98,1983-08
M976,MACRO,2216.76,1983-09
M976,MACRO,2252.18,1983-10
M976,MACRO,2258.18,1983-11
M976,MACRO,2233.46,1983-12
M976,MACRO,2267.52,1984-01
M976,MACRO,2298.2,1984-02
M976,MACRO,2307.54,1984-03
M976,MACRO,2335.62,1984-04
M976,MACRO,2364.4,1984-05
M976,MACRO,2365.88,1984-06
M976,MACRO,2374.58,1984-07
M976,MACRO,2391.82,1984-08
M976,MACRO,2388.98,1984-09
M976,MACRO,2399.34,1984-10
M976,MACRO,2386.14,1984-11
M976,MACRO,2343.74,1984-12
M976,MACRO,2338.98,1985-01
M976,MACRO,2354.18,1985-02
M976,MACRO,2337.44,1985-03
M976,MACRO,2348.28,1985-04
M976,MACRO,2342.88,1985-05
M976,MACRO,2319.28,1985-06
M976,MACRO,2307.12,1985-07
M976,MACRO,2305.18,1985-08
M976,MACRO,2284.94,1985-09
M976,MACRO,2306.04,1985-10
M976,MACRO,2309.3,1985-11
M976,MACRO,2311.54,1985-12
M976,MACRO,2305.52,1986-01
M976,MACRO,2301.22,1986-02
M976,MACRO,2266.1,1986-03
M976,MACRO,2274.2,1986-04
M976,MACRO,2250.96,1986-05
M976,MACRO,2228.98,1986-06
M976,MACRO,2231.64,1986-07
M976,MACRO,2222.24,1986-08
M976,MACRO,2184.34,1986-09
M976,MACRO,2199.7,1986-10
M976,MACRO,2202.3,1986-11
M976,MACRO,2194.04,1986-12
